locationname,All teeth lost among adults aged >=65 years,Arthritis among adults aged >=18 years,Binge drinking among adults aged >=18 years,Cancer (excluding skin cancer) among adults aged >=18 years,Cervical cancer screening among adult women aged 21-65 years,Cholesterol screening among adults aged >=18 years,Chronic kidney disease among adults aged >=18 years,Chronic obstructive pulmonary disease among adults aged >=18 years,Coronary heart disease among adults aged >=18 years,Current asthma among adults aged >=18 years,Current lack of health insurance among adults aged 18-64 years,Current smoking among adults aged >=18 years,Diagnosed diabetes among adults aged >=18 years,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",High blood pressure among adults aged >=18 years,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Mammography use among women aged 50-74 years,Mental health not good for >=14 days among adults aged >=18 years,No leisure-time physical activity among adults aged >=18 years,Obesity among adults aged >=18 years,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Physical health not good for >=14 days among adults aged >=18 years,Sleeping less than 7 hours among adults aged >=18 years,Stroke among adults aged >=18 years,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Visits to dentist or dental clinic among adults aged >=18 years,Visits to doctor for routine checkup within the past year among adults aged >=18 years
17031817900,13.5,26.0,17.1,6.7,85.4,87.5,3.6,7.1,6.6,11.1,17.9,17.8,14.1,64.0,41.2,32.1,82.3,12.5,27.5,36.6,27.6,24.7,12.9,41.7,4.6,78.2,60.5,81.7
17031818000,11.2,24.9,18.8,7.1,85.0,86.6,3.3,6.7,6.3,10.0,16.1,15.9,11.6,64.7,36.0,32.0,80.1,11.7,24.7,32.5,30.4,26.6,11.8,37.8,3.8,76.5,65.3,79.3
17031818100,8.4,24.1,20.6,8.0,84.9,87.2,2.9,6.1,6.2,8.5,13.9,13.3,9.2,66.3,30.9,32.5,78.7,9.9,20.9,26.8,34.6,28.5,10.1,32.3,3.1,75.6,71.9,77.0
17031818200,8.8,22.9,20.8,7.0,85.7,87.0,2.8,5.8,5.5,9.2,14.4,14.6,9.5,65.0,31.2,30.9,79.6,10.8,21.7,29.6,33.0,28.0,10.4,35.4,3.1,74.3,69.8,77.2
17031818300,12.6,23.3,19.4,6.5,84.1,84.6,3.2,6.4,6.0,9.8,20.8,16.3,11.6,62.1,37.0,32.2,79.9,11.7,26.7,32.4,29.4,24.3,11.7,38.5,3.8,76.0,63.1,78.0
17031818401,10.8,24.1,20.2,7.0,84.1,86.2,3.0,6.6,6.1,9.4,16.6,16.1,10.5,62.5,32.9,31.9,79.2,11.4,24.2,30.6,31.1,26.2,11.5,36.1,3.5,74.9,66.3,77.2
17031818402,8.3,25.0,19.8,8.6,85.2,87.6,3.1,6.1,6.5,8.6,13.7,12.5,9.3,67.8,31.6,32.4,78.5,9.7,20.9,26.4,35.0,29.2,10.0,32.1,3.3,76.8,72.2,77.9
17031818500,7.0,29.1,17.6,10.7,86.0,90.3,3.4,6.6,7.6,8.2,10.5,10.8,10.1,70.0,36.6,37.2,78.2,8.5,20.2,24.9,36.9,30.5,10.2,29.3,3.7,80.8,76.0,80.8
17031818600,7.1,23.2,22.2,7.9,85.9,87.0,2.6,5.7,5.5,8.9,10.9,12.8,7.8,67.8,28.9,31.8,78.5,10.1,18.1,25.7,36.5,30.7,9.4,31.4,2.7,74.1,74.9,76.4
17031818700,7.8,21.8,23.7,7.0,85.6,85.7,2.5,5.6,5.2,8.8,12.1,13.9,7.5,65.3,26.8,30.3,78.9,10.8,18.8,26.6,34.7,28.3,9.7,31.9,2.6,71.8,73.3,74.6
17031818800,5.9,20.1,24.9,6.9,87.1,86.5,2.2,4.7,4.4,8.4,10.2,12.2,6.5,67.9,25.5,29.6,78.4,9.7,16.3,25.0,37.8,31.9,8.3,31.2,2.2,70.6,77.3,74.7
17031818900,7.5,25.3,20.7,9.3,85.9,87.5,2.9,6.0,6.5,8.4,10.9,11.9,8.1,68.5,31.1,32.7,78.3,9.3,19.4,24.3,36.3,28.2,9.5,30.2,3.2,76.8,75.1,77.7
17031819000,5.0,25.8,19.7,10.4,88.3,90.5,2.9,4.9,6.1,7.8,7.3,8.5,7.3,70.5,30.2,33.2,79.1,7.6,15.9,21.8,39.9,29.7,8.2,27.0,2.9,78.1,81.2,79.5
17031819100,12.4,23.1,22.1,6.7,81.9,82.9,2.9,7.1,6.3,9.2,20.8,17.4,9.7,61.5,29.9,31.7,76.7,12.4,25.2,29.7,30.1,25.5,12.1,34.6,3.3,72.3,64.0,73.8
17031819200,12.3,21.8,23.0,6.1,82.2,82.1,2.7,6.8,5.8,9.1,21.5,18.1,9.2,59.7,28.8,30.9,76.9,12.8,25.5,30.4,30.2,25.3,12.0,35.3,3.0,70.6,63.4,72.8
17031819300,8.5,21.6,24.0,6.5,84.6,84.8,2.4,6.0,5.1,9.1,14.4,16.0,7.8,64.7,26.7,30.3,77.0,11.6,20.3,27.8,33.7,30.0,10.1,33.4,2.6,70.5,70.7,73.7
17031819400,9.8,21.5,23.3,6.3,83.7,83.5,2.5,6.3,5.3,9.2,15.2,16.4,8.2,62.5,27.5,30.4,77.8,12.0,21.5,28.2,32.4,27.8,10.7,33.7,2.7,70.8,68.4,73.7
17031819500,9.2,24.5,20.5,7.8,85.8,86.9,3.0,6.2,6.0,9.3,12.7,14.0,9.1,66.7,31.6,31.9,79.1,10.5,20.7,28.0,33.2,28.0,10.3,32.8,3.3,75.8,71.2,77.2
17031819600,4.5,20.2,24.3,7.1,88.6,88.9,2.1,4.3,4.1,8.3,7.5,10.6,6.2,69.1,24.8,30.1,80.1,8.9,14.3,24.6,38.4,33.3,7.8,29.9,2.0,70.9,80.4,75.5
17031819700,4.1,20.7,23.7,7.6,88.8,89.7,2.2,4.2,4.4,8.1,6.9,9.6,6.3,70.6,25.4,31.0,80.1,8.3,13.6,23.8,40.1,35.0,7.6,28.9,2.1,72.3,81.6,76.4
17031819801,3.7,20.5,23.6,7.6,89.3,90.0,2.1,4.1,4.2,8.0,6.5,9.1,6.1,71.1,25.2,30.9,80.2,8.0,13.1,23.6,41.1,35.3,7.3,28.5,2.0,72.3,82.5,76.6
17031819802,4.8,24.1,21.1,9.0,87.6,90.3,2.6,5.0,5.6,8.2,7.0,9.3,7.5,70.1,28.8,33.4,79.6,8.2,15.1,23.6,40.1,33.5,8.3,28.0,2.6,76.5,80.7,78.4
17031819900,4.1,22.3,22.1,8.5,89.0,90.3,2.4,4.4,4.9,8.0,6.7,8.8,6.7,70.8,27.3,32.3,79.5,7.9,13.7,23.3,40.2,34.2,7.6,27.9,2.3,74.8,82.2,77.7
17031820000,4.2,20.7,22.0,7.4,87.3,89.5,2.2,4.2,4.5,7.9,7.5,9.6,6.9,69.4,26.7,31.9,80.7,8.2,14.6,23.1,39.6,33.5,7.7,29.6,2.1,73.9,80.6,77.0
17031820101,6.2,28.5,18.5,10.5,85.9,90.6,3.1,6.4,7.0,8.4,8.7,10.4,9.3,70.7,33.8,36.7,77.8,8.6,18.4,24.0,37.9,31.9,9.9,28.6,3.3,79.8,78.0,80.3
17031820103,10.0,24.5,21.9,7.7,83.5,85.6,2.8,6.9,6.2,9.1,14.9,15.6,9.0,64.4,30.2,32.7,76.9,11.4,22.1,27.5,33.3,28.2,11.2,32.7,3.2,74.5,69.7,75.4
17031820104,9.6,25.4,21.6,7.9,83.6,85.9,2.9,7.2,6.5,9.2,13.6,15.8,9.4,65.0,31.5,33.8,77.6,11.4,21.9,27.9,33.1,28.6,11.3,32.6,3.2,75.5,69.8,76.1
17031820201,6.1,24.1,21.6,8.2,85.2,88.6,2.6,5.8,5.6,8.5,9.6,12.2,8.3,69.2,29.7,34.0,78.6,9.4,17.7,24.8,37.0,32.9,9.4,30.6,2.7,75.9,76.7,77.2
17031820202,15.5,25.7,21.5,7.1,80.2,82.0,3.2,9.0,7.5,9.8,22.6,20.4,10.8,58.8,32.0,34.2,74.2,13.9,28.2,30.9,28.8,24.9,14.2,34.8,3.8,73.6,59.8,73.4
17031820300,17.5,20.7,22.0,5.1,77.7,78.7,3.0,7.6,6.1,9.7,30.8,21.4,10.6,52.8,27.5,29.7,75.9,15.1,31.4,32.9,25.3,22.4,14.3,37.3,3.2,67.7,53.5,70.6
17031820400,21.2,20.9,20.3,4.8,78.2,77.7,3.6,7.4,6.6,10.2,35.4,21.0,13.2,51.4,32.2,30.8,78.3,15.5,34.3,36.6,22.0,19.9,15.2,39.2,3.9,70.2,49.6,72.0
17031820501,10.7,22.2,24.2,6.3,82.2,82.5,2.5,7.0,5.6,9.4,17.2,18.6,8.5,62.0,28.0,31.3,76.3,12.9,23.3,28.5,31.1,28.0,11.5,34.6,2.8,70.8,66.2,72.8
17031820502,14.1,26.4,21.1,7.6,80.6,83.1,3.3,8.6,7.4,9.9,18.4,19.5,10.7,60.8,32.4,33.8,75.7,13.3,26.7,29.5,29.2,24.6,13.5,34.7,3.9,74.8,62.6,74.8
17031820603,15.5,24.6,22.4,6.2,79.3,80.5,2.9,8.9,6.5,10.5,20.0,23.3,10.1,56.9,30.1,32.4,75.7,15.4,28.1,31.3,27.2,24.5,14.3,36.7,3.5,71.2,58.5,72.5
17031820604,19.0,23.5,23.5,5.6,77.3,76.9,2.9,9.4,6.6,11.0,21.5,26.7,9.7,54.1,29.4,31.3,74.9,17.4,29.2,32.3,26.4,22.9,15.1,38.1,3.5,68.8,54.0,70.6
17031820605,13.4,19.6,21.3,4.5,83.1,81.2,2.5,6.2,4.4,11.5,18.4,20.8,9.2,59.1,30.5,26.3,80.5,15.2,25.6,35.2,27.7,25.2,11.9,42.0,3.0,67.5,58.6,76.3
17031820606,9.9,22.7,23.6,6.6,83.0,84.3,2.6,6.7,5.6,9.3,14.4,17.7,8.5,63.8,27.8,30.8,77.4,12.4,21.8,28.8,32.5,28.5,11.2,34.5,2.9,71.5,67.7,73.8
17031820700,12.5,21.0,23.1,6.1,82.1,82.5,2.8,6.5,5.8,8.9,24.9,17.0,9.2,59.7,27.3,29.8,76.1,12.3,26.0,29.9,29.7,25.2,11.6,35.0,3.0,69.7,63.1,72.4
17031820800,12.2,21.7,23.1,6.2,81.9,81.8,2.7,6.8,5.8,9.1,21.9,17.7,9.2,59.2,28.6,31.1,76.5,12.9,25.5,29.5,30.0,24.9,11.8,34.8,3.0,71.0,63.8,72.8
17031820901,14.0,23.7,22.6,6.5,79.6,80.7,2.9,8.1,6.5,9.8,20.7,20.4,10.0,59.2,30.4,32.6,75.4,14.2,26.8,30.0,28.6,24.7,13.1,35.4,3.4,72.5,60.9,72.8
17031820902,11.8,21.2,23.3,6.0,81.7,81.5,2.7,6.7,5.6,9.2,21.8,17.8,9.2,60.2,28.3,30.9,75.7,12.9,25.1,29.6,30.0,26.9,11.6,35.0,2.9,70.5,63.7,72.5
17031821001,12.1,22.9,23.8,6.5,80.9,80.6,2.7,7.4,6.0,9.7,17.8,19.3,8.9,61.0,29.4,32.0,75.2,13.7,24.2,28.8,30.6,26.8,12.0,34.8,3.0,71.6,64.3,72.9
17031821002,14.9,26.4,21.4,7.3,79.7,82.0,3.3,9.1,7.7,10.0,19.5,20.5,10.9,59.0,32.7,34.4,74.8,13.9,27.7,30.3,29.0,25.2,14.0,34.8,3.9,74.6,60.8,74.1
17031821101,15.0,24.7,21.5,6.7,79.3,82.2,3.2,8.2,7.0,9.7,20.5,19.7,10.7,58.5,30.1,32.3,75.8,13.9,27.5,30.3,28.7,24.3,13.6,35.5,3.6,73.2,60.8,73.7
17031821102,12.8,22.6,22.6,6.4,81.1,81.8,2.8,7.3,6.1,9.5,20.7,18.3,9.6,59.2,29.3,31.8,75.5,13.2,25.6,29.5,29.7,26.2,12.3,34.8,3.1,71.6,63.4,73.2
17031821200,14.4,20.9,20.0,5.0,82.4,82.3,3.1,6.4,5.4,10.8,24.7,19.1,11.8,57.3,33.0,29.0,80.5,14.3,29.1,35.9,25.2,23.2,13.0,40.8,3.5,71.2,56.9,76.3
17031821300,16.4,20.8,20.5,5.0,81.4,81.1,3.1,6.9,5.7,10.6,28.7,19.9,11.4,55.1,30.4,28.8,78.5,14.8,30.8,35.1,25.1,22.6,13.7,39.4,3.5,69.5,54.8,74.0
17031821401,14.8,23.6,17.6,5.5,85.0,85.3,3.5,6.6,5.6,11.8,19.0,19.1,13.6,62.3,39.2,29.5,82.8,13.7,28.0,38.7,25.2,23.9,13.0,43.9,4.3,75.3,57.5,81.0
17031821402,12.8,24.8,16.9,5.9,86.1,86.8,3.5,6.4,5.6,11.6,16.4,17.4,14.1,65.6,42.3,31.0,83.6,12.7,26.8,38.3,25.7,24.8,12.2,43.7,4.4,78.0,60.7,82.7
17031821500,23.6,23.2,16.5,4.3,81.7,80.4,3.6,8.1,5.6,14.0,23.4,26.3,14.1,53.9,39.4,27.7,83.1,18.3,34.1,43.3,19.9,19.7,16.0,47.9,4.7,71.9,45.8,80.1
17031821600,12.2,23.8,20.7,6.5,84.5,85.3,3.0,6.9,5.8,10.3,16.5,17.7,10.3,61.3,32.2,30.4,79.0,12.8,24.8,32.2,30.3,25.6,12.0,37.8,3.5,73.6,64.4,77.0
17031821700,7.3,22.1,23.4,7.3,86.6,86.3,2.5,5.5,5.1,8.9,10.8,13.3,7.6,66.6,27.7,30.3,79.0,10.6,18.0,26.5,36.5,29.7,9.4,32.5,2.6,72.8,74.5,75.9
17031821800,8.8,21.7,23.0,6.7,84.6,85.0,2.5,5.8,5.1,9.3,12.8,15.0,8.1,64.6,27.8,29.6,78.6,11.5,20.2,27.8,33.7,28.3,10.0,33.9,2.8,72.0,71.1,75.5
17031821900,9.1,23.9,22.4,7.7,85.2,85.2,2.8,6.2,5.8,9.1,12.7,14.7,8.6,65.5,31.3,31.9,78.2,11.0,20.6,27.1,33.8,27.2,10.3,33.2,3.1,75.0,71.7,76.3
17031822000,12.1,25.2,22.9,7.5,82.3,82.6,2.9,7.9,6.4,9.8,16.4,19.0,8.9,62.1,30.7,32.8,75.1,13.5,24.4,28.5,31.4,26.1,12.4,34.3,3.3,73.7,65.8,74.1
17031822101,9.9,23.1,23.0,7.0,83.4,84.5,2.6,6.7,5.7,9.3,15.0,16.5,8.5,63.6,28.3,31.2,76.9,12.0,21.9,27.9,33.4,28.3,11.0,33.5,2.9,72.3,68.9,74.4
17031822102,11.1,27.6,18.9,8.8,83.2,86.3,3.5,7.7,7.6,9.3,15.8,14.9,10.9,65.0,34.9,34.7,77.1,11.0,24.4,28.1,31.9,26.6,12.1,33.0,4.0,78.1,67.9,78.1
17031822200,9.3,23.2,23.4,7.2,83.5,84.8,2.6,6.5,5.7,8.9,14.8,16.0,8.4,64.8,28.2,31.3,76.0,11.7,21.7,27.5,33.3,28.7,10.7,33.3,2.9,73.0,70.0,74.5
17031822301,11.7,24.7,22.7,7.1,81.8,83.4,2.9,7.8,6.5,9.6,16.0,18.3,9.5,61.6,29.9,32.6,76.0,13.0,23.7,29.0,31.4,27.4,12.3,34.2,3.3,73.3,65.7,74.2
17031822302,13.9,26.2,20.9,7.6,80.6,83.1,3.3,8.3,7.3,9.8,17.8,18.5,10.5,60.5,32.4,33.3,75.9,13.4,26.3,29.6,29.9,24.1,13.3,34.6,3.9,75.4,63.1,75.1
17031822400,18.2,26.4,21.3,6.5,77.8,79.9,3.4,10.1,7.8,10.9,20.1,24.6,11.4,55.3,32.1,33.4,75.9,16.5,29.9,33.4,26.6,23.0,16.0,37.3,4.1,72.9,54.8,72.9
17031822500,9.8,24.1,22.4,7.5,83.3,84.6,2.8,7.0,6.2,9.3,14.6,16.2,9.0,64.0,29.7,32.4,76.6,12.0,22.0,27.7,32.9,28.5,11.3,33.5,3.1,73.6,69.0,75.0
17031822601,9.2,25.0,22.0,8.2,84.0,85.9,2.8,6.8,6.4,8.8,13.5,14.6,8.7,66.4,30.7,33.2,76.5,10.7,21.3,26.3,34.8,28.9,10.7,31.8,3.2,75.6,71.8,76.1
17031822602,10.8,26.1,20.9,8.1,81.8,84.9,3.1,7.6,7.0,9.4,14.5,16.3,9.8,64.0,31.3,33.3,76.4,12.1,23.5,27.7,32.4,27.5,12.1,33.3,3.5,75.8,67.4,76.0
17031822701,9.2,26.1,19.8,8.7,85.0,86.6,3.1,6.7,6.7,9.1,14.4,13.7,9.6,66.4,33.5,33.8,78.1,10.5,22.4,27.3,34.0,27.9,11.0,32.4,3.5,77.6,70.9,77.8
17031822702,11.8,26.6,20.2,8.4,82.0,84.7,3.3,7.8,7.4,9.5,15.6,16.1,10.0,63.5,32.3,33.2,76.5,12.2,24.3,28.0,32.4,25.9,12.3,33.4,3.8,76.4,66.5,76.7
17031822801,9.5,24.8,21.5,8.0,83.3,85.2,2.9,6.8,6.5,9.1,13.6,15.0,9.0,66.0,30.1,32.1,75.8,11.5,21.5,27.4,34.1,28.5,11.0,32.8,3.2,75.2,70.0,76.0
17031822802,8.5,24.6,22.0,8.3,84.8,86.1,2.8,6.5,6.2,8.9,12.5,13.8,8.4,65.8,29.6,32.5,77.4,10.7,20.3,26.0,35.0,29.2,10.4,31.2,3.1,75.1,72.8,76.1
17031822900,11.8,22.8,24.4,6.8,82.5,82.1,2.6,7.3,5.9,9.6,16.7,18.8,8.3,61.7,28.6,31.2,74.9,13.1,23.2,27.8,31.7,27.9,11.5,34.3,3.0,71.4,66.5,73.0
17031823001,15.3,24.5,22.0,6.7,80.0,80.1,3.1,8.2,6.7,10.2,18.7,20.9,10.0,59.4,31.2,31.6,76.1,14.5,26.7,31.1,28.4,23.9,13.4,36.1,3.7,72.7,59.7,73.7
17031823002,12.8,23.1,23.6,6.3,80.6,81.0,2.7,7.6,6.1,9.8,17.1,20.5,9.0,60.2,29.3,31.6,76.2,14.0,24.7,29.9,30.2,26.0,12.4,35.6,3.1,71.4,63.0,72.9
17031823101,12.8,23.3,23.8,6.4,81.1,80.4,2.7,7.8,6.0,9.9,16.5,20.6,8.8,60.4,29.7,32.0,75.3,14.2,24.1,29.6,30.0,26.8,12.5,35.3,3.1,71.3,63.4,72.6
17031823102,11.3,23.3,23.8,6.7,81.4,81.9,2.6,7.3,5.9,9.7,15.5,18.8,8.5,62.1,29.3,31.9,76.0,13.3,23.1,28.6,32.0,27.1,11.7,34.7,3.0,71.8,66.3,73.5
17031823200,9.5,23.7,22.6,7.2,83.1,85.2,2.7,6.8,5.8,9.3,14.5,16.3,8.9,64.8,29.1,31.8,76.7,11.8,21.9,27.9,33.0,28.7,11.0,33.9,3.0,73.4,69.3,75.1
17031823302,13.2,23.2,21.0,6.2,82.5,83.1,3.0,7.0,5.8,10.3,18.9,18.7,10.6,61.1,31.9,30.3,78.6,13.5,26.1,32.7,29.3,25.1,12.4,38.0,3.5,72.9,61.7,75.7
17031823303,12.4,22.6,23.1,6.1,81.9,81.6,2.7,7.3,5.8,10.0,17.9,19.7,9.1,60.8,28.7,30.4,76.7,13.9,24.5,30.9,30.4,26.0,12.2,36.3,3.1,70.2,62.9,73.5
17031823304,12.7,23.8,21.5,6.6,82.3,83.1,3.0,7.4,6.2,9.9,18.0,18.8,10.1,61.0,31.4,31.5,77.5,13.1,25.4,31.3,29.6,25.7,12.4,36.4,3.4,73.0,62.9,75.1
17031823400,15.3,22.0,20.6,5.4,81.3,81.7,3.1,7.1,6.0,10.1,25.0,19.7,11.3,55.9,30.9,29.9,78.7,14.2,29.5,35.0,27.0,23.4,13.6,38.7,3.5,70.6,56.6,74.2
17031823500,13.3,21.2,21.8,5.6,82.6,81.9,2.8,6.6,5.5,9.8,23.0,18.1,10.0,58.0,30.6,30.6,77.8,13.2,26.8,32.1,28.3,24.6,12.3,36.7,3.1,71.1,61.3,73.9
17031823602,9.2,27.4,21.0,9.1,83.8,86.3,3.1,7.5,7.0,9.1,12.6,14.9,9.3,67.4,32.7,34.6,76.3,10.9,21.6,26.3,34.1,28.7,11.2,31.5,3.5,77.5,71.4,77.1
17031823603,22.0,22.0,18.6,4.7,79.8,79.4,3.7,7.5,6.4,11.3,32.0,22.2,14.4,52.6,36.3,30.4,80.3,16.0,35.3,39.4,20.6,19.7,15.7,42.5,4.5,72.5,47.9,75.3
17031823604,7.4,26.1,21.3,8.9,85.2,87.8,2.8,6.6,6.5,8.8,10.2,13.3,8.7,68.6,32.2,35.0,77.2,10.2,19.3,25.4,36.5,31.0,10.3,30.9,3.1,77.2,75.0,77.6
17031823605,9.2,24.6,21.7,7.9,82.6,83.6,2.9,6.9,6.4,9.4,12.1,14.2,8.7,66.3,30.2,32.7,77.5,11.7,20.8,25.8,34.0,28.4,10.7,31.7,3.2,76.0,71.3,76.5
17031823702,11.2,23.4,22.6,6.6,81.6,82.7,2.8,7.2,6.0,9.8,15.0,18.5,9.2,62.8,30.2,31.7,77.6,13.1,23.3,29.3,30.9,26.9,11.9,35.3,3.1,72.9,65.5,74.5
17031823703,16.7,24.4,22.3,6.1,77.8,79.5,3.1,9.1,7.0,10.5,19.9,24.0,10.4,56.4,29.9,32.0,75.8,15.8,28.3,31.6,26.8,23.5,14.6,36.7,3.6,71.4,56.5,72.1
17031823704,9.5,24.6,22.0,7.5,82.9,85.0,2.8,7.1,6.3,9.2,13.5,16.0,9.2,64.5,30.4,33.4,76.4,11.6,21.7,27.5,33.1,29.2,11.2,32.6,3.1,74.9,69.8,75.4
17031823705,11.2,24.1,22.7,7.0,81.7,82.7,2.8,7.5,6.4,9.5,15.4,18.1,9.3,62.9,30.7,33.0,76.4,12.6,23.0,28.7,31.7,27.7,11.8,34.0,3.2,73.6,66.1,74.3
17031823801,7.7,27.0,20.2,9.2,84.1,88.1,3.0,6.8,6.8,8.7,10.2,12.7,9.1,67.3,32.4,35.4,78.4,9.9,19.8,24.9,35.3,28.3,10.5,30.1,3.3,78.0,74.8,78.2
17031823803,10.3,26.7,21.2,8.2,82.4,85.5,3.0,7.8,6.9,9.4,13.5,16.7,9.8,65.2,32.1,34.5,76.7,11.9,23.1,27.7,32.4,27.6,12.2,32.9,3.5,76.3,68.7,76.1
17031823805,10.3,27.0,21.1,8.4,83.0,85.0,3.1,7.8,6.9,9.5,13.1,17.0,9.4,65.0,31.5,33.7,76.4,12.2,23.2,27.9,32.4,27.6,12.1,33.0,3.5,76.2,68.2,75.9
17031823806,12.0,24.4,22.8,7.2,81.4,82.9,2.8,7.6,6.5,9.5,15.8,18.8,9.2,61.8,30.5,32.6,75.5,13.0,24.2,28.5,31.0,26.4,12.2,34.6,3.3,73.4,65.5,74.1
17031823901,7.0,28.8,18.7,10.2,84.6,89.7,3.2,6.9,7.3,8.5,9.7,11.8,9.8,70.3,34.6,36.9,76.9,9.1,19.8,24.5,36.5,31.1,10.4,29.7,3.5,79.8,75.9,79.8
17031823903,7.4,27.7,19.8,9.7,84.9,89.0,3.1,6.8,7.0,8.7,9.7,12.3,9.2,68.5,32.8,35.6,78.3,9.7,19.6,24.9,35.7,29.6,10.5,29.9,3.4,78.5,75.4,78.8
17031823904,7.4,29.4,18.8,10.5,84.4,89.2,3.3,7.2,7.7,8.5,9.9,12.0,9.9,69.6,35.3,37.3,77.0,9.2,20.2,24.6,36.3,30.8,10.6,29.4,3.6,80.2,75.5,79.8
17031824003,8.3,24.2,22.8,7.6,84.6,86.3,2.7,6.5,5.9,9.0,11.3,15.3,8.3,65.5,28.8,32.3,77.5,11.0,19.8,27.0,34.3,28.5,10.3,32.1,2.9,73.7,72.3,75.4
17031824004,10.5,28.3,20.2,9.2,83.1,86.6,3.2,7.9,7.4,9.2,12.5,15.6,9.7,64.5,33.4,35.1,76.8,11.2,23.1,26.7,32.6,25.5,12.0,31.6,3.7,77.5,70.1,77.3
17031824005,6.8,21.8,24.3,7.1,85.7,86.5,2.3,5.5,4.9,8.8,10.2,13.8,7.2,67.0,26.8,31.3,78.2,10.4,17.6,25.7,36.3,31.4,9.2,31.6,2.4,72.1,75.5,75.0
17031824006,6.6,23.9,22.6,7.7,85.2,87.6,2.5,6.1,5.5,8.8,9.9,13.4,8.2,67.5,29.6,33.6,78.5,10.1,18.2,25.9,35.6,31.6,9.7,31.2,2.7,74.8,75.6,76.5
17031824105,7.1,23.9,22.5,7.6,84.4,86.6,2.6,6.2,5.7,8.9,10.5,13.8,8.4,67.6,29.2,33.2,78.4,10.7,18.9,26.1,34.8,30.7,10.1,31.7,2.8,74.9,74.2,76.0
17031824106,8.0,23.4,22.6,7.4,84.1,86.7,2.5,6.3,5.6,8.9,11.3,14.5,8.2,65.8,27.8,32.0,78.0,10.9,19.5,25.7,34.5,30.5,10.2,31.9,2.8,73.7,73.1,75.5
17031824107,7.4,26.5,20.7,9.2,84.3,87.8,2.9,6.7,6.6,8.6,11.1,12.9,9.0,68.8,32.2,35.1,77.0,9.8,20.0,24.6,35.9,30.7,10.1,30.4,3.2,77.6,74.8,77.9
17031824108,9.7,21.2,23.4,6.0,83.3,83.5,2.4,6.2,5.1,9.4,13.8,17.2,8.1,61.4,26.6,29.6,78.0,12.6,21.4,28.5,31.5,27.0,10.9,35.0,2.6,69.9,68.1,73.7
17031824113,8.4,23.3,22.4,7.1,83.8,86.5,2.5,6.4,5.5,9.2,11.6,15.2,8.3,64.4,28.1,32.4,78.0,11.1,20.1,26.2,34.6,30.1,10.4,32.3,2.8,73.3,72.2,75.4
17031824114,5.9,22.6,22.7,7.8,86.0,87.7,2.4,5.3,5.3,8.4,9.2,11.9,7.6,68.9,28.1,32.2,78.6,9.5,16.8,24.1,37.6,32.5,8.8,30.5,2.5,74.7,77.2,76.6
17031824115,9.9,26.6,20.7,8.8,83.1,85.9,3.1,7.3,7.0,8.9,14.4,14.7,9.4,66.3,32.1,34.0,76.4,10.9,22.6,26.2,33.4,27.3,11.1,31.8,3.5,77.2,70.2,76.7
17031824116,9.7,23.5,22.6,7.4,82.7,83.2,2.7,6.8,6.0,9.2,14.3,15.6,8.4,64.4,29.5,32.4,77.1,11.7,21.2,26.6,33.7,28.5,10.9,32.3,3.0,73.9,69.5,74.6
17031824117,7.1,21.7,23.7,6.9,84.7,86.3,2.3,5.6,4.9,8.8,10.5,13.8,7.5,66.1,26.4,31.0,78.2,10.5,18.0,25.4,35.7,31.6,9.3,31.6,2.4,72.1,74.8,75.0
17031824119,6.5,23.3,22.2,7.8,85.3,87.8,2.5,5.7,5.4,8.7,9.6,12.5,8.0,68.0,28.5,32.9,78.5,9.8,17.8,25.0,36.9,33.0,9.4,30.7,2.6,74.7,76.2,76.6
17031824120,6.8,27.1,19.1,9.9,85.5,89.6,3.0,6.4,6.8,8.4,9.5,11.3,8.9,69.5,32.1,34.9,77.4,9.0,18.9,24.0,37.6,31.3,9.9,29.5,3.3,78.6,76.4,79.2
17031824121,7.9,21.9,24.0,6.8,84.0,85.2,2.4,5.9,5.1,9.0,11.2,14.9,7.6,65.4,26.4,30.7,78.1,11.2,18.8,26.1,34.9,29.9,9.7,32.3,2.5,72.0,72.9,74.4
17031824122,7.7,22.6,23.3,7.1,84.2,86.2,2.4,5.9,5.2,8.9,10.5,14.2,7.8,64.7,27.1,31.4,78.2,11.0,18.9,25.7,35.0,29.2,10.0,32.1,2.6,72.9,73.8,75.3
17031824123,9.9,22.5,23.8,6.4,82.6,83.2,2.5,6.8,5.4,9.5,13.8,18.1,8.3,62.5,27.8,31.0,77.7,12.9,21.8,28.5,31.7,27.7,11.3,34.6,2.8,71.2,67.9,73.6
17031824300,24.9,30.0,14.9,6.4,82.0,84.5,5.2,9.9,9.1,12.8,22.9,23.3,19.6,56.2,47.1,33.7,82.4,15.9,35.8,43.6,20.7,18.8,18.0,45.8,7.0,79.5,47.0,82.0
