locationname,All teeth lost among adults aged >=65 years,Arthritis among adults aged >=18 years,Binge drinking among adults aged >=18 years,Cancer (excluding skin cancer) among adults aged >=18 years,Cervical cancer screening among adult women aged 21-65 years,Cholesterol screening among adults aged >=18 years,Chronic kidney disease among adults aged >=18 years,Chronic obstructive pulmonary disease among adults aged >=18 years,Coronary heart disease among adults aged >=18 years,Current asthma among adults aged >=18 years,Current lack of health insurance among adults aged 18-64 years,Current smoking among adults aged >=18 years,Diagnosed diabetes among adults aged >=18 years,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",High blood pressure among adults aged >=18 years,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Mammography use among women aged 50-74 years,Mental health not good for >=14 days among adults aged >=18 years,No leisure-time physical activity among adults aged >=18 years,Obesity among adults aged >=18 years,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening","Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Physical health not good for >=14 days among adults aged >=18 years,Sleeping less than 7 hours among adults aged >=18 years,Stroke among adults aged >=18 years,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Visits to dentist or dental clinic among adults aged >=18 years,Visits to doctor for routine checkup within the past year among adults aged >=18 years
17031824400,20.1,32.4,16.2,8.6,81.1,84.2,4.8,10.8,10.0,11.2,20.7,21.0,16.1,58.2,42.8,36.3,77.2,14.5,33.8,36.0,24.6,20.3,17.2,39.0,6.2,79.9,53.8,79.7
17031824503,7.6,24.1,22.7,7.9,84.7,86.5,2.6,6.3,5.7,8.9,11.4,14.3,8.2,67.7,29.3,32.7,77.7,10.7,19.3,26.0,35.0,30.6,10.1,31.9,2.9,74.6,73.5,75.9
17031824505,7.9,20.5,24.9,6.2,84.0,83.9,2.2,5.6,4.7,9.0,13.0,15.5,7.3,65.7,25.8,29.5,77.8,11.4,19.2,26.5,33.7,30.1,9.4,33.5,2.4,70.1,71.7,73.6
17031824506,8.1,24.5,22.5,8.1,84.0,85.9,2.7,6.5,6.0,8.9,12.3,14.6,8.3,67.5,30.1,33.0,76.7,10.8,20.4,25.8,34.8,29.7,10.3,31.9,2.9,75.2,72.8,76.0
17031824507,11.3,27.2,21.0,8.2,81.8,84.7,3.2,8.1,7.3,9.6,14.6,17.6,9.9,64.1,31.7,33.6,76.7,12.6,24.3,28.6,31.6,26.1,12.8,33.7,3.7,75.8,66.3,75.7
17031824601,9.6,23.0,24.2,6.8,83.6,84.2,2.5,6.8,5.5,9.4,13.9,17.9,8.2,63.3,27.9,31.2,76.6,12.5,21.8,28.2,32.4,28.6,11.1,34.4,2.8,71.1,68.9,73.8
17031824602,10.5,22.4,23.8,6.4,82.9,83.5,2.5,6.7,5.3,9.5,14.8,18.0,8.3,62.1,27.6,30.5,77.0,12.8,22.2,28.6,32.1,27.1,11.2,34.7,2.8,70.9,67.5,73.7
17031824701,11.2,21.0,24.3,5.9,82.4,81.7,2.4,6.5,5.1,9.5,18.1,18.6,8.2,62.0,27.8,29.9,76.7,13.0,23.3,29.3,31.6,27.2,11.1,35.8,2.7,69.5,65.4,72.9
17031824702,14.4,22.9,22.4,5.9,81.2,81.6,2.9,7.7,6.0,10.2,20.7,21.4,10.2,58.5,30.4,30.7,76.6,14.4,27.2,33.0,28.4,25.0,13.1,37.8,3.4,70.8,59.2,73.6
17031824800,17.8,20.5,21.2,4.9,81.3,78.8,3.1,7.0,5.6,10.3,28.9,20.4,11.1,55.1,32.3,30.3,78.2,14.6,30.3,35.2,24.9,22.8,13.7,38.9,3.4,69.7,54.8,72.9
17031824900,21.7,26.7,17.2,5.7,81.0,82.1,4.1,9.1,7.3,12.2,22.4,23.7,15.7,56.3,41.1,32.4,80.8,16.1,33.4,41.0,22.1,20.1,16.5,43.8,5.3,76.1,49.6,78.8
17031825000,10.5,20.5,23.8,5.8,82.5,82.1,2.4,6.2,4.9,9.4,16.7,17.9,8.1,61.8,27.7,30.0,77.6,12.5,22.5,28.3,31.3,27.6,10.8,35.4,2.6,69.5,66.2,73.0
17031825200,11.0,20.2,24.1,5.5,82.6,82.3,2.4,6.3,4.9,9.3,20.6,19.0,8.6,61.9,27.0,29.4,76.0,12.9,24.2,29.8,30.1,27.8,11.2,36.4,2.7,68.5,63.9,72.1
17031825302,8.7,21.1,24.4,6.3,83.8,83.8,2.3,6.0,4.9,9.3,13.8,16.6,7.7,65.1,27.0,29.9,77.8,12.0,20.4,27.4,32.7,29.1,10.1,34.3,2.6,70.2,70.0,73.6
17031825303,9.9,22.3,24.3,6.9,82.9,82.8,2.5,6.5,5.6,9.2,14.0,16.9,7.7,65.1,28.0,30.5,77.5,12.2,21.0,26.9,33.2,27.3,10.6,33.5,2.8,71.9,68.9,73.4
17031825304,9.2,23.6,23.1,7.3,83.3,84.8,2.6,6.7,5.8,9.2,12.9,16.3,8.3,64.8,28.2,31.4,77.3,11.8,21.2,26.8,33.4,28.2,10.8,33.2,2.9,73.2,70.3,74.9
17031825400,9.6,24.2,23.1,7.4,83.6,84.7,2.7,6.8,6.0,9.3,12.8,16.9,8.5,64.8,29.1,31.8,77.7,12.0,21.6,27.8,33.2,27.4,11.1,33.6,3.0,73.3,69.3,74.8
17031825501,16.2,28.0,15.6,7.0,84.4,86.1,4.1,7.9,7.3,11.7,18.0,18.5,15.3,61.5,43.9,32.7,83.0,13.6,30.3,38.3,25.6,21.3,14.4,43.0,5.3,79.2,57.0,82.8
17031825503,10.0,24.2,17.6,6.5,87.2,88.3,3.3,5.8,5.5,10.8,13.3,14.7,12.4,66.5,37.9,30.5,83.7,11.4,23.1,35.4,29.3,26.4,11.2,40.1,3.9,77.3,66.1,81.9
17031825504,13.0,23.1,18.2,5.4,85.9,86.3,3.2,6.2,5.1,11.6,17.0,18.3,12.8,63.8,38.2,29.0,82.9,13.2,26.4,37.7,25.7,24.5,12.2,43.9,4.0,75.1,60.2,81.2
17031825505,11.8,24.0,17.2,6.1,86.5,88.0,3.3,6.1,5.5,11.2,15.2,16.4,12.9,65.0,38.8,29.9,83.4,12.1,25.1,36.6,28.5,25.4,11.9,42.0,4.1,76.9,63.1,82.1
17031825600,19.5,26.5,16.8,6.0,82.6,84.1,4.0,8.6,7.1,12.4,21.2,22.4,15.3,59.5,40.7,31.3,81.1,15.4,32.0,39.7,23.4,21.9,15.3,44.0,5.2,76.4,52.1,80.4
17031825700,15.9,24.5,18.2,5.6,83.3,83.7,3.5,7.7,6.3,11.6,21.6,21.2,13.6,57.2,38.7,31.6,80.6,14.8,30.3,38.6,25.2,23.2,14.6,42.6,4.3,74.6,54.9,78.6
17031825801,14.6,24.5,17.1,5.7,84.8,85.1,3.5,7.0,5.9,12.0,17.8,19.4,13.6,62.9,41.3,30.6,82.0,14.0,28.2,38.8,26.0,24.0,13.3,44.0,4.4,76.3,57.5,81.6
17031825802,16.1,24.2,17.2,5.5,84.7,85.2,3.6,7.0,5.8,12.0,19.7,19.7,13.9,59.5,39.6,30.0,82.2,14.2,29.1,39.1,25.4,23.0,13.9,43.8,4.4,75.5,56.5,80.7
17031825803,15.2,25.2,16.7,6.3,84.9,86.1,3.7,7.1,6.3,11.6,19.1,18.1,13.9,62.2,40.2,30.9,81.5,13.2,28.3,37.5,26.8,23.8,13.1,42.1,4.6,77.0,58.7,81.5
17031825900,16.0,23.9,18.4,5.7,82.9,82.9,3.5,7.5,6.3,11.3,22.6,20.4,12.8,57.9,37.1,30.6,79.8,14.6,30.2,37.6,26.3,23.0,14.2,41.8,4.1,73.7,55.1,78.1
17031826000,21.3,21.7,19.1,4.4,80.2,78.8,3.3,7.9,5.8,12.2,28.3,24.9,12.6,52.1,34.8,28.4,79.7,17.3,33.7,39.8,23.2,20.8,15.5,44.4,4.0,69.2,47.6,75.8
17031826100,19.2,25.0,18.3,5.7,81.6,81.9,3.7,8.6,7.0,11.7,24.3,22.9,13.3,55.3,36.9,31.0,79.3,16.1,32.4,38.8,25.3,21.0,15.9,42.6,4.5,73.0,51.3,77.3
17031826201,13.5,33.0,13.7,9.0,85.7,90.1,4.9,8.4,8.5,11.3,15.4,15.4,18.0,66.4,49.1,36.7,82.1,11.4,29.4,37.7,26.9,23.9,14.5,40.4,6.2,83.8,61.6,85.2
17031826202,17.2,24.9,17.9,5.9,82.5,83.5,3.5,8.0,6.6,11.7,21.2,21.4,13.0,57.5,37.0,30.5,79.5,15.1,30.5,38.1,26.2,22.7,14.6,42.3,4.3,73.8,54.7,78.7
17031826301,15.9,24.3,17.4,5.6,84.6,85.2,3.4,7.3,5.8,12.1,19.4,20.3,13.4,59.8,38.7,29.6,81.9,14.4,29.2,38.8,26.3,23.7,13.7,43.9,4.3,74.9,56.2,80.7
17031826303,16.2,26.0,16.3,5.9,84.7,86.0,3.8,7.6,6.3,12.4,18.4,20.1,15.0,60.6,41.9,31.1,82.7,14.4,29.6,40.1,25.2,23.3,14.5,44.5,4.8,77.1,55.9,82.2
17031826304,21.4,28.2,14.9,6.0,82.9,84.8,4.5,9.0,7.5,13.2,20.6,22.9,17.1,57.3,44.1,31.7,82.8,15.9,33.7,42.7,22.3,19.9,16.5,45.9,5.9,77.6,49.7,82.3
17031826401,14.6,22.8,17.7,5.1,85.3,85.2,3.3,6.3,5.1,12.0,18.2,19.5,13.0,61.7,39.3,28.7,82.9,13.9,27.9,39.2,25.1,23.5,12.7,44.8,4.1,74.6,57.6,81.4
17031826402,16.0,25.3,16.5,5.7,85.0,85.6,3.7,7.2,6.1,12.2,17.7,19.8,14.5,60.3,41.7,30.5,83.0,14.2,29.2,40.3,24.9,22.2,14.0,44.8,4.7,76.6,56.2,82.0
17031826500,19.6,25.3,16.6,5.2,83.1,83.5,3.8,8.3,6.2,13.1,21.3,23.4,15.0,56.9,41.7,30.6,82.4,16.2,32.3,41.5,23.1,21.5,15.8,45.8,4.9,75.4,50.8,80.8
17031826600,22.1,26.2,16.0,5.4,82.8,83.8,4.1,8.6,6.7,13.3,21.6,24.1,15.9,55.9,41.8,30.1,82.1,16.5,33.4,42.5,22.2,20.4,16.3,46.3,5.4,75.7,48.9,81.3
17031826700,19.7,23.9,16.7,4.9,83.2,83.2,3.6,7.5,5.6,13.0,20.7,23.2,14.2,56.9,40.8,29.1,82.8,16.1,31.7,41.9,23.4,21.7,14.8,46.6,4.6,74.4,50.9,81.0
17031826800,24.1,24.3,18.4,5.2,79.6,79.2,4.0,8.8,7.2,11.8,29.7,24.0,14.8,53.0,37.6,31.3,79.7,16.7,35.2,40.1,21.7,19.6,16.7,42.9,5.0,73.1,46.9,75.7
17031826901,32.0,29.0,15.0,5.5,79.1,79.4,5.2,11.1,9.0,13.9,27.7,28.5,19.9,53.2,48.7,34.2,81.7,18.8,40.5,45.6,18.6,17.0,20.1,48.0,7.2,77.8,39.3,80.6
17031826902,26.5,29.4,14.5,5.9,80.6,82.8,4.9,10.0,8.3,13.6,24.0,25.5,19.2,56.7,47.6,33.3,81.4,17.0,38.2,44.6,19.5,19.0,18.2,47.5,6.8,78.8,44.4,82.3
17031827000,22.9,27.2,15.7,5.4,81.4,82.5,4.4,9.3,7.4,13.4,22.7,25.2,17.5,57.5,45.2,32.4,82.7,17.0,34.7,44.4,20.8,20.3,17.3,47.2,5.9,76.9,46.4,81.2
17031827100,23.8,26.4,15.6,5.2,80.6,82.3,4.2,8.8,7.1,13.0,23.1,24.5,17.0,56.1,43.8,31.5,83.1,16.8,35.4,43.1,20.4,18.9,17.0,47.0,5.7,76.8,46.6,81.1
17031827200,22.8,26.5,16.6,5.9,81.9,83.4,4.2,8.8,7.4,12.3,25.8,22.6,16.1,55.9,41.0,31.6,80.4,15.6,34.6,40.0,22.6,20.2,16.4,43.7,5.5,76.6,49.4,79.4
17031827300,27.7,27.0,15.5,5.2,78.6,81.0,4.6,9.8,8.1,12.9,26.9,26.3,18.3,53.6,43.8,32.3,81.9,17.6,38.3,43.9,19.4,18.3,18.4,46.9,6.2,76.5,42.6,79.8
17031827400,25.8,30.5,14.6,6.4,80.6,83.5,5.2,10.5,9.2,13.2,24.2,25.0,20.2,57.4,48.4,34.5,82.1,16.6,37.8,44.2,19.8,18.9,18.6,46.7,7.1,79.7,44.7,82.3
17031827500,22.6,22.8,18.6,4.9,79.9,78.9,3.7,7.9,6.6,11.7,29.7,22.6,14.3,54.8,37.7,30.7,80.1,16.2,34.4,39.5,22.2,20.3,15.7,43.1,4.6,73.0,48.4,76.2
17031827600,22.4,28.9,14.5,6.6,83.3,85.4,4.9,8.8,8.3,12.6,20.8,21.3,18.3,58.7,46.7,32.7,82.8,14.8,33.8,41.9,22.0,19.6,16.2,45.2,6.5,79.6,50.4,83.2
17031827700,17.7,23.9,17.8,5.3,83.2,83.3,3.4,7.6,5.9,12.3,20.3,22.2,13.1,57.4,37.3,29.2,80.6,15.7,30.3,39.5,24.6,23.1,14.6,44.4,4.3,72.9,53.4,79.5
17031827801,14.5,28.7,16.4,8.3,84.9,87.0,4.1,8.1,8.0,10.8,17.3,16.7,13.5,62.2,40.3,33.1,80.4,12.2,28.0,33.8,28.5,23.0,13.5,38.2,5.0,79.0,61.4,81.3
17031827802,10.5,24.5,17.6,6.6,87.0,87.8,3.3,6.0,5.8,10.7,14.9,15.2,12.4,65.5,40.0,31.2,82.7,11.3,24.2,35.1,29.5,26.0,11.3,40.5,4.0,77.7,65.4,82.1
17031827804,10.4,25.8,17.1,7.3,87.2,89.1,3.5,6.3,6.2,10.6,14.7,14.8,12.9,67.0,39.8,31.8,81.3,11.0,24.3,34.5,30.8,27.7,11.4,39.8,4.2,78.5,66.2,82.6
17031827805,10.5,26.9,16.6,7.6,87.2,89.6,3.6,6.6,6.6,10.6,14.5,14.8,13.6,67.3,41.0,32.7,81.9,11.0,24.6,35.1,30.2,27.2,11.9,39.7,4.4,79.3,66.0,83.0
17031827901,12.0,29.3,14.6,8.3,86.7,90.2,4.2,7.1,7.4,10.7,14.5,14.3,15.7,67.3,46.3,35.0,82.8,10.4,26.5,34.9,28.3,24.9,12.4,39.3,5.2,82.6,65.0,84.9
17031827902,15.7,24.4,19.1,6.0,82.7,83.5,3.3,7.9,6.5,11.2,20.4,21.0,11.9,58.5,33.9,30.2,78.5,14.8,28.9,36.0,27.1,23.8,14.1,40.5,4.0,72.7,56.8,77.2
17031828000,14.2,25.5,20.3,7.0,83.1,83.3,3.2,8.0,6.7,10.5,18.6,19.6,10.7,59.5,34.1,32.3,77.2,13.8,27.2,32.7,29.8,24.0,13.5,37.4,3.8,74.2,61.2,76.3
17031828100,11.6,25.1,21.3,7.5,83.3,84.7,3.1,7.4,6.6,9.6,14.9,16.8,9.6,62.8,31.3,32.3,77.6,12.3,23.2,29.3,32.2,26.3,12.0,34.2,3.5,74.3,66.8,75.9
17031828201,10.0,22.6,21.1,6.4,85.2,85.3,2.8,6.2,5.4,9.9,15.1,16.4,9.6,63.4,32.4,30.5,79.4,12.1,22.8,31.7,31.2,26.8,11.1,37.1,3.1,73.3,66.9,77.2
17031828202,9.9,24.4,20.4,7.2,84.8,86.3,3.0,6.5,5.9,9.9,14.8,15.7,10.1,65.3,33.3,31.5,78.7,11.6,23.0,31.0,32.5,27.8,11.1,36.4,3.4,75.0,67.8,78.3
17031828300,10.9,26.2,20.6,7.9,84.3,85.8,3.1,7.4,6.5,9.8,14.6,17.0,10.3,64.8,34.4,33.3,77.1,11.9,24.0,29.9,31.5,27.1,11.8,35.6,3.7,76.4,67.0,77.6
17031828401,7.8,22.0,22.9,6.7,86.1,86.6,2.5,5.6,4.9,9.4,11.4,14.6,8.0,65.5,28.0,29.8,79.5,11.1,19.1,28.6,34.1,29.4,9.9,34.1,2.7,72.1,72.1,75.9
17031828402,12.4,27.5,18.2,8.1,84.5,86.7,3.6,7.4,7.1,10.2,14.9,15.9,12.0,63.4,37.6,33.5,79.0,11.8,25.3,31.5,30.2,24.6,12.5,36.3,4.3,78.5,65.5,79.6
17031828503,16.9,24.4,18.4,5.4,81.9,81.8,3.4,8.2,6.3,11.9,21.3,23.2,13.1,56.7,37.1,30.9,80.5,15.9,31.1,38.9,24.6,22.7,14.9,42.9,4.2,73.3,52.8,78.0
17031828504,16.5,24.1,18.9,5.5,82.2,82.4,3.4,8.1,6.3,11.8,20.6,22.8,12.4,57.5,35.5,30.1,79.5,15.8,29.8,37.9,26.2,23.5,14.6,42.4,4.1,72.4,54.1,77.7
17031828505,10.9,25.4,19.9,7.1,84.2,85.2,3.2,7.2,6.4,10.0,15.8,16.8,11.1,63.1,36.6,34.0,78.8,12.1,24.5,32.2,30.7,26.8,12.2,36.6,3.7,76.7,65.5,78.0
17031828506,11.9,24.9,18.8,6.4,84.8,85.9,3.3,7.0,5.9,11.0,15.8,17.8,12.1,63.2,37.2,31.6,80.6,13.0,25.4,35.5,27.8,26.2,12.6,40.1,3.9,75.9,62.9,79.6
17031828601,7.7,22.6,22.7,7.3,86.5,86.9,2.5,5.7,5.2,9.1,11.3,13.9,7.9,66.8,28.7,31.0,78.1,10.7,19.1,27.1,35.6,29.9,9.8,33.0,2.7,73.2,73.7,76.2
17031828602,8.1,24.4,19.4,7.6,87.0,88.5,3.0,5.7,5.7,9.6,11.5,12.8,10.2,67.8,34.7,32.3,80.7,10.1,20.3,29.5,33.5,29.1,10.1,35.0,3.4,77.4,72.3,80.1
17031828701,9.4,22.2,20.1,6.4,86.1,86.7,2.8,5.7,5.0,10.4,14.6,15.0,9.7,66.0,32.1,28.7,80.7,11.7,22.0,31.6,32.3,28.1,10.4,37.9,3.2,73.6,68.0,79.2
17031828702,14.0,26.5,17.2,6.5,84.9,86.1,3.7,7.5,6.7,11.3,17.6,18.7,14.3,63.9,41.5,33.0,81.8,13.0,28.1,37.7,26.4,24.3,13.4,41.5,4.6,78.0,59.4,81.0
17031828801,8.0,24.1,19.7,7.8,86.7,88.4,2.9,5.7,5.8,9.2,12.6,12.6,9.8,68.3,33.2,32.0,79.5,9.9,20.4,28.4,34.6,29.3,9.8,34.1,3.3,76.7,72.7,79.4
17031828802,9.3,23.6,21.7,7.3,85.2,86.0,2.8,6.3,5.8,9.3,15.9,15.3,9.3,65.8,32.0,31.5,78.1,11.2,22.2,29.6,33.2,28.7,10.6,35.3,3.2,74.5,69.0,77.0
17031828900,19.8,20.5,20.3,4.5,79.6,77.3,3.3,7.2,5.9,10.9,30.9,21.9,12.2,52.0,32.6,29.4,79.2,16.0,33.0,37.6,22.4,20.7,14.8,40.9,3.7,69.0,49.9,73.3
17031829000,32.4,30.0,13.8,5.5,78.7,81.1,5.3,11.5,9.1,14.4,27.0,29.1,20.6,51.6,47.4,33.4,82.0,19.4,41.6,47.1,17.5,16.6,21.0,48.5,7.4,78.1,38.5,81.4
17031829100,23.2,20.9,19.9,4.6,77.9,77.2,3.6,7.7,6.7,10.6,37.0,22.4,13.4,49.4,31.7,29.9,78.0,16.6,36.2,37.6,21.6,19.3,16.2,40.3,4.0,69.2,46.3,71.9
17031829200,16.8,22.7,20.7,5.6,81.2,81.2,3.2,7.7,6.3,10.4,26.7,20.7,11.7,55.8,32.7,30.9,77.7,14.5,30.5,35.0,25.8,22.7,14.1,39.1,3.7,71.4,55.3,74.3
17031829301,10.9,24.9,19.4,7.3,84.9,86.5,3.2,6.8,6.4,9.9,16.6,15.5,11.0,64.6,34.4,32.1,79.0,11.6,24.1,31.2,31.6,27.4,11.7,36.2,3.7,76.1,66.4,78.5
17031829302,26.1,25.1,17.1,5.0,78.4,79.6,4.2,9.6,7.3,13.3,28.1,26.7,15.6,52.6,38.5,30.3,80.3,18.7,36.6,42.3,21.3,19.1,18.1,45.3,5.3,72.6,43.7,77.4
17031829401,25.9,27.5,15.4,5.7,80.6,82.0,4.6,9.7,7.9,13.4,25.8,24.7,18.0,54.8,44.1,32.2,80.5,17.3,37.1,42.7,19.8,19.9,17.8,46.1,6.3,77.1,45.3,81.0
17031829402,14.5,28.0,17.2,7.0,83.2,86.0,3.8,8.4,7.0,11.5,16.8,19.8,13.8,61.3,38.7,32.8,80.1,14.0,28.6,37.0,26.7,24.3,14.5,40.8,4.6,77.2,58.5,80.1
17031829500,19.8,26.4,19.7,6.4,78.4,81.3,3.7,9.8,8.1,10.7,26.0,23.5,13.0,54.9,33.9,33.1,75.3,15.8,32.9,35.5,25.1,21.7,16.5,38.7,4.4,73.4,52.2,74.2
17031829600,14.6,25.1,22.0,6.6,80.7,81.6,3.1,8.8,6.9,10.2,19.8,22.2,10.5,59.3,32.0,33.2,76.1,14.6,27.5,31.6,27.9,24.4,13.9,36.5,3.6,72.7,59.4,73.6
17031829700,20.1,26.6,17.3,5.9,81.9,82.6,4.0,8.7,7.4,12.1,20.9,22.6,15.4,58.0,41.2,32.4,80.3,15.5,32.0,39.6,23.5,21.7,15.6,43.5,5.2,76.4,51.9,79.7
17031829800,6.2,24.0,19.2,7.8,87.5,90.1,2.9,5.2,5.4,9.3,9.5,11.2,9.6,69.3,33.0,32.0,81.4,9.2,18.0,28.4,35.6,31.1,9.2,33.5,3.1,77.2,75.5,80.5
17031829901,10.3,26.3,17.5,7.7,85.9,88.1,3.4,6.8,6.4,10.4,14.3,15.3,12.1,67.0,38.7,32.8,80.7,11.2,24.1,32.6,30.9,27.8,11.7,38.3,4.1,78.4,66.4,81.5
17031829902,9.0,25.0,16.3,6.9,88.1,89.5,3.4,5.6,5.5,10.7,12.0,13.1,12.4,67.2,40.0,31.5,83.6,10.6,22.4,34.8,30.5,27.7,10.8,39.4,3.9,78.9,68.5,83.4
17031830001,15.5,38.4,15.2,11.6,78.7,88.8,4.7,13.0,11.9,10.1,15.9,18.9,15.1,63.3,43.0,41.9,74.5,12.3,31.3,30.2,28.9,24.6,17.0,32.3,5.9,83.2,61.6,80.8
17031830003,9.1,20.9,18.4,5.4,88.8,87.9,2.9,4.6,4.2,10.7,12.9,13.9,11.2,67.6,38.0,28.6,85.0,10.9,21.3,35.6,28.3,27.6,9.9,41.8,3.3,75.8,68.2,82.2
17031830004,8.5,23.1,18.2,6.3,87.8,88.8,3.1,5.2,5.0,10.5,12.8,13.9,11.7,68.1,38.2,30.2,83.6,10.9,21.8,34.6,30.6,27.5,10.4,40.5,3.6,77.0,68.6,82.2
17031830005,7.1,27.7,15.2,9.3,88.6,91.8,3.6,5.6,6.8,9.4,10.7,10.2,12.4,72.0,42.0,34.5,83.0,8.4,20.7,29.7,33.9,28.9,9.9,34.9,4.2,82.0,73.9,85.0
17031830006,10.8,24.8,18.6,7.0,86.4,87.6,3.2,6.4,5.7,10.4,15.1,16.2,11.1,65.4,34.8,30.3,80.4,11.9,24.6,33.2,31.3,26.2,11.6,38.8,3.7,75.7,65.5,80.0
17031830007,14.6,24.1,17.7,5.4,84.5,84.6,3.4,7.0,5.7,11.9,17.6,20.3,13.2,60.3,38.7,30.1,82.3,14.4,28.3,39.2,25.6,23.4,13.6,44.0,4.2,74.6,56.8,80.3
17031830008,11.1,22.2,18.3,5.4,87.2,87.6,3.0,5.6,4.8,11.3,14.9,16.7,11.8,64.4,36.7,28.4,83.6,12.3,24.2,36.9,27.7,26.2,11.3,42.7,3.6,74.5,63.6,81.3
17031830100,10.1,23.8,18.7,6.6,86.9,87.1,3.1,6.1,5.4,10.6,14.7,15.6,11.2,66.3,37.6,31.1,81.1,11.7,23.5,33.8,30.8,27.5,11.2,39.7,3.6,76.3,66.4,80.7
17031830201,13.1,23.4,18.2,5.7,85.4,85.7,3.2,6.5,5.3,11.6,16.6,18.5,12.0,62.4,36.8,29.0,82.3,13.4,26.0,37.2,27.1,24.3,12.4,42.5,3.9,74.4,60.2,80.2
17031830202,12.5,23.8,19.3,6.0,85.2,85.5,3.1,6.9,5.7,11.0,16.4,18.7,11.5,61.2,36.4,30.8,81.0,13.2,25.4,36.0,28.9,25.4,12.6,40.7,3.7,73.8,61.5,78.9
17031830300,14.4,28.0,16.9,7.4,84.0,86.0,3.9,8.0,7.0,11.4,17.0,18.4,13.4,63.0,39.3,32.4,80.4,13.4,28.3,36.0,27.4,23.9,13.9,40.3,4.7,77.6,59.9,80.7
17031830400,13.0,25.6,19.2,6.7,83.9,85.9,3.3,7.6,6.4,10.9,16.0,19.1,11.5,61.9,33.8,30.6,79.5,13.5,26.0,34.8,29.4,25.0,13.2,39.2,3.9,74.2,61.2,78.2
17031830500,20.6,18.8,20.0,3.8,75.8,74.6,3.6,7.2,6.3,9.9,45.8,23.0,14.1,42.2,28.4,30.1,77.0,17.2,40.1,39.1,18.0,18.2,17.5,39.4,3.4,64.1,42.0,68.7
17031830600,12.9,16.3,23.8,4.0,81.5,79.9,2.3,5.3,4.2,9.3,23.4,19.0,8.4,55.9,24.2,25.3,79.3,13.4,25.2,31.8,28.1,25.1,11.1,37.6,2.4,63.4,58.9,70.6
17031830700,11.7,18.4,23.4,4.7,81.5,81.1,2.6,5.6,5.0,9.5,17.2,18.3,9.6,59.4,30.1,28.6,80.6,12.7,22.6,31.8,28.2,26.3,11.0,37.9,2.9,69.7,62.0,73.3
17031830800,3.8,9.9,30.3,3.3,86.6,81.3,1.2,2.3,1.8,7.9,10.5,11.1,3.3,66.5,14.6,18.8,81.8,9.9,12.5,22.5,36.4,33.6,5.4,32.0,1.0,52.3,77.3,68.7
17031830900,5.2,12.3,28.0,4.0,86.3,82.9,1.6,2.9,2.7,7.8,14.9,11.8,5.2,64.6,18.0,22.3,81.0,9.9,15.7,25.0,33.5,31.0,6.8,32.3,1.4,59.1,74.0,69.9
17031831000,2.5,9.1,31.8,3.4,89.1,83.4,1.1,1.8,1.6,7.2,7.6,8.6,2.8,69.8,13.4,18.4,82.6,8.1,9.6,20.6,37.9,34.6,4.4,29.8,0.8,51.0,81.8,68.5
17031831100,13.0,18.1,22.9,4.8,80.2,79.8,2.6,5.8,5.0,9.0,27.0,17.8,9.3,56.5,25.6,28.4,77.5,13.0,26.9,30.7,27.4,24.8,11.7,35.6,2.6,66.3,59.4,70.7
17031831200,15.3,16.8,21.3,3.8,78.1,77.3,3.0,5.6,5.2,9.1,38.1,18.2,11.7,47.6,26.6,28.8,78.7,14.3,33.2,35.2,21.9,20.7,13.8,37.3,2.8,64.6,51.7,69.9
17031831300,14.8,19.0,20.4,4.4,83.6,81.4,2.9,5.6,4.7,10.5,27.0,18.3,11.8,58.0,33.0,28.3,80.7,13.5,29.3,35.7,25.3,23.4,12.1,41.1,3.4,70.6,56.8,75.8
17031831400,21.1,25.3,16.6,5.5,80.7,82.4,4.0,8.6,7.1,11.9,24.6,23.2,15.7,55.2,40.8,32.1,81.1,15.4,34.0,39.8,22.0,21.0,16.0,43.9,5.1,75.7,49.5,78.8
17031831500,11.9,19.0,22.3,5.0,81.5,81.4,2.7,5.7,4.9,8.9,25.4,17.1,9.6,57.3,26.4,28.8,78.1,12.6,26.7,31.2,27.6,24.8,11.6,36.1,2.7,67.8,61.0,72.0
17031831600,14.3,21.8,20.9,5.9,80.6,82.2,3.2,6.9,6.2,9.2,28.6,17.3,11.4,57.1,30.1,31.4,77.3,12.9,29.4,31.9,27.2,23.5,13.1,35.9,3.4,71.8,59.2,73.2
17031831700,11.6,18.9,22.4,5.0,81.3,81.9,2.6,5.8,5.0,9.0,23.3,16.8,9.3,57.7,26.1,29.2,78.0,12.5,25.2,30.6,29.3,26.8,11.5,35.2,2.6,67.7,62.3,71.9
17031831800,9.5,17.7,21.4,4.9,77.7,81.9,2.4,5.1,4.8,8.6,17.3,15.3,8.9,59.5,23.9,27.7,78.1,11.8,22.5,25.2,30.3,28.0,10.1,35.1,2.4,69.4,65.3,73.0
